lancet_label,sex,expected_le_1950,observed_le_1950,diff_1950,expected_le_1990,observed_le_1990,diff_1990,expected_le_2000,observed_le_2000,diff_2000,expected_le_2010,observed_le_2010,diff_2010,expected_le_2021,observed_le_2021,diff_2021,sdi_value
Romania,female,67.1386999129439,60.878259527757166,6.26044038518674,74.9536101128661,73.0393757374845,1.9142343753815965,76.1547617030033,74.68785520057195,1.4669065024313568,77.841883595519,77.49972493069029,0.34215866482870183,79.259242862653707,76.80874671527853,2.4504961473751763,0.768453864365965
Romania,male,62.771397817175,57.80620461363511,4.96519320353989,68.9025017564884,66.5686929982539,2.333808758234511,69.8937329674347,67.6985559904173,2.195176977017397,71.6291233137131,69.99612393032793,1.6329993833851688,73.3638357795996,69.23774852757808,4.12608725202152,0.768453864365965
Serbia,female,70.4417784149706,49.90082566554411,20.540952749426488,75.2206238903527,72.96669308853657,2.253930801816125,76.0205453806043,73.80434987024002,2.2161955103642867,78.2980556451255,76.7071159616182,1.590939683507301,80.0938300555705,76.72435448691043,3.3694755686600786,0.792416293685483
Serbia,male,65.5615415661886,46.303952447436195,19.2575891187524,69.1090727576653,67.2877914059893,1.8212813516760065,69.7739726574167,68.5915237048378,1.182448952578909,72.1674618402408,71.72338500286222,0.4440768373785886,74.4388920061915,71.65599921072034,2.782892795471156,0.792416293685483
Slovakia,female,72.2051812457713,64.42364777121188,7.781533474559424,75.8867615917168,75.61068335074732,0.27607824096948264,78.1441298705599,77.92842235234335,0.2157075182165471,79.7581335668345,79.64451325814996,0.11362030868454553,80.5938426661382,78.34291381535222,2.250928850785982,0.810610529921693
Slovakia,male,66.9129909472015,60.70241796529244,6.210572981909053,69.6571215725685,66.70287282464969,2.954248747918811,71.9830060842376,69.40369942779576,2.579306656441844,74.0044160373531,71.90376810386857,2.100647933484524,75.085271077521,71.25925465418526,3.8260164233357443,0.810610529921693
Slovenia,female,73.2847680345981,59.502354087022276,13.782413947575826,77.9920854469424,78.04727581519802,-0.05519036825562296,79.5909130566986,80.0107246554963,-0.4198115987977076,80.9225798656503,82.96992290060851,-2.047343034958203,81.7283348665087,84.0326967516848,-2.3043618851760925,0.842430731281465
Slovenia,male,67.6933698132341,53.02908969711769,14.664280116116409,71.8035266758692,70.13913569946084,1.664390976408356,73.7887308281647,72.36253159938038,1.426199228784327,75.5097766620838,76.2578275809886,-0.7480509189048092,76.5486278863018,77.6195795691836,-1.0709516828817982,0.842430731281465
Eastern Europe,female,73.1367533946436,69.51354965948899,3.6232037351546182,76.1547617030033,74.60632290111477,1.5484388018885369,77.1164068999939,72.90326794668616,4.213138953307748,78.7710642760587,75.09500623279719,3.6760580432615058,80.4280765833013,74.85807097452744,5.570005608773869,0.802851008869645
Eastern Europe,male,67.5878133100411,61.68252368489836,5.905289625142743,69.8937329674347,64.54040033297673,5.353332634457971,70.8307681352004,60.44306995636273,10.387698178837674,72.7483783980807,63.74975800141446,8.99862039666624,74.8710852272848,65.8358532369923,9.035231990292488,0.802851008869645
Belarus,female,70.6320829088109,70.56799307538077,0.0640898334301312,74.9536101128661,75.75356470768592,-0.7999545948198232,76.1547617030033,74.67998997024348,1.4747717327598195,78.1441298705599,76.63369532132565,1.5104345492342475,79.7581335668345,75.97818684470812,3.7799467221263825,0.784484710906639
Belarus,male,65.7124112095818,63.788753127426425,1.9236580821553773,68.9025017564884,66.31143070567124,2.5910710508171633,69.8937329674347,63.27944362719908,6.614289340235622,71.9830060842376,64.64224131899692,7.340764765240678,74.0044160373531,66.01266276338704,7.991753273966054,0.784484710906639
